rivals,0,0.4980062789 
duel,0,0.520875164806 
marquee,0,0.525339631301 
standout,0,0.525611848223 
favorite,0,0.527737949162 
anchored,0,0.536172048683 
relegated,0,0.539641657943 
pundits,0,0.540570321705 
heavyweights,0,0.550902316123 
boasting,0,0.552362681527 
reigning,0,0.555906646634 
spot,0,0.557997494726 
alongside,0,0.558995219231 
victorious,0,0.56038057599 
pairing,0,0.560741963527 
hotly,0,0.561448637361 
top-ranked,0,0.562923577793 
boasted,0,0.565547421641 
garnering,0,0.566176934477 
juggernaut,0,0.566717791116 
showdown,0,0.568971951765 
pursuit,0,0.569569742233 
trio,0,0.571007575273 
latter,0,0.57125329834 
clutch,0,0.572861458076 
spotlight,0,0.577177012322 
dominated,0,0.577954187051 
capturing,0,0.579080623655 
big-name,0,0.579709834606 
hot,0,0.580802375631 
riding,0,0.581173752571 
successes,0,0.583699586442 
gunning,0,0.584593630452 
powerhouse,0,0.585475208631 
newcomers,0,0.585787864724 
garnered,0,0.587592036043 
runaway,0,0.58957082773 
prized,0,0.590161672277 
lesser-known,0,0.590435155117 
contenders,0,0.590484063463 
pack,0,0.590581364673 
respectable,0,0.591778598375 
distant,0,0.592904536339 
springboard,0,0.596770947357 
respective,0,0.597364490794 
favourite,0,0.597602180996 
vying,0,0.598144684448 
newcomer,0,0.59854991706 
sights,0,0.598725865653 
fourth-ranked,0,0.599365423018 
jockeying,0,0.59951688968 
loser,0,0.59953961148 
tipped,0,0.600577635713 
regulars,0,0.600682245315 
ranks,0,0.601081427133 
dominating,0,0.601665076092 
favorites,0,0.602122911538 
reign,0,0.605512472897 
crowned,0,0.605857140379 
commanding,0,0.606280833323 
bragging,0,0.606637888864 
closest,0,0.610423595274 
stellar,0,0.611423437234 
snagged,0,0.611656287951 
favourites,0,0.612141171422 
resurgent,0,0.613432147408 
upstaged,0,0.613687015482 
second-best,0,0.613946312187 
stalwarts,0,0.614537847076 
second-most,0,0.617186831083 
matchups,0,0.617231283076 
grabbing,0,0.620803624822 
likes,0,0.621006810813 
formidable,0,0.622292819797 
slot,0,0.622510996848 
rank,0,0.622526545737 
boast,0,0.624300805872 
talked-about,0,0.624482532297 
three-way,0,0.625085531365 
underdogs,0,0.625311131258 
perch,0,0.62575271973 
trailing,0,0.626054952811 
entry,0,0.62620104966 
leads,0,0.626590755207 
fray,0,0.627025060919 
eclipse,0,0.629465139664 
bagged,0,0.629783019061 
overtake,0,0.629884318958 
finishers,0,0.630216620743 
pecking,0,0.630542793723 
teaming,0,0.630722688819 
outsiders,0,0.631206517951 
chasing,0,0.631319003588 
third-place,0,0.631324828999 
overtaking,0,0.631436483282 
vie,0,0.632725066003 
runners-up,0,0.632920769984 
stranglehold,0,0.633019670416 
