solidarity,0,0.454751811048 
love,0,0.455776798478 
mourn,0,0.463979375303 
sympathy,0,0.499953859653 
expressing,0,0.503117955777 
wishes,0,0.503299090409 
condolences,0,0.506578363949 
sympathies,0,0.512270934389 
respect,0,0.512400944014 
mourning,0,0.512635679723 
sincere,0,0.516642989309 
congratulated,0,0.517399981476 
deserved,0,0.522580089237 
dear,0,0.529047516077 
tragedy,0,0.530302092572 
wished,0,0.538760381129 
countrymen,0,0.540370966718 
owe,0,0.546690795395 
congratulating,0,0.546940640385 
courageous,0,0.551308280902 
outpouring,0,0.551423532101 
sacrificed,0,0.552221504034 
prayers,0,0.554228227747 
solemn,0,0.556708338038 
mr,0,0.560413621057 
deserve,0,0.561939223441 
shame,0,0.564365213722 
congratulate,0,0.564367053943 
encouragement,0,0.567895106214 
saddened,0,0.570188057456 
welcome,0,0.570680228662 
mourned,0,0.570790894524 
time",0,0.575070378033 
proud,0,0.57539661705 
regret,0,0.576846955731 
remembered,0,0.576850893192 
welcoming,0,0.577444404196 
long-suffering,0,0.579610680558 
congratulations,0,0.579990583749 
sad,0,0.584441074529 
forgiveness,0,0.585098883635 
personally,0,0.585358755334 
deserves,0,0.585756486773 
brave,0,0.589010698891 
sadness,0,0.589680514104 
momentous,0,0.590127276195 
expresses,0,0.590405764507 
privilege,0,0.59160378257 
appreciated,0,0.592110959241 
respects,0,0.593775180461 
thanked,0,0.594705369077 
admiration,0,0.595608210219 
forgive,0,0.598577256357 
applaud,0,0.600109428958 
grief,0,0.602309321736 
respectfully,0,0.604417914901 
thank,0,0.606175850647 
shall,0,0.60702100511 
blessing,0,0.608163625656 
heartfelt,0,0.608476295122 
wishing,0,0.609151803515 
appreciates,0,0.611037482054 
honour,0,0.614578386886 
honor,0,0.618017458907 
wish,0,0.618509636963 
grateful,0,0.618942062134 
heartbroken,0,0.62075830086 
sorry,0,0.620984159548 
mercy,0,0.621194343872 
respectful,0,0.623608884877 
appreciate,0,0.624767621176 
goodbye,0,0.625700755945 
god,0,0.626697027433 
prayed,0,0.62853084903 
thankful,0,0.63147373926 
deserving,0,0.63549621327 
teammates,0,0.636098057061 
sincerely,0,0.639400811363 
abiding,0,0.642007052243 
phoned,0,0.64534304304 
grieving,0,0.64650377652 
president.,0,0.647377951503 
honoring,0,0.65181149475 
greetings,0,0.653620513176 
sacrifices,0,0.653854295198 
regrets,0,0.656081131254 
thanking,0,0.660034094782 
gratitude,0,0.662911803091 
joy,0,0.664010085949 
tributes,0,0.664948660858 
dedicate,0,0.665215308826 
commend,0,0.668209812744 
tribute,0,0.668653272684 
honored,0,0.677672848433 
saluted,0,0.683033700975 
praying,0,0.687456670141 
entrusted,0,0.693177713294 
apologies,0,0.698175223279 
heartbreaking,0,0.699063770486 
apology,0,0.701258357687 
pray,0,0.703090009596 
beloved,0,0.705642712778 
grieve,0,0.707920494853 
blessings,0,0.709395405996 
apologize,0,0.719120666806 
appreciative,0,0.719449319291 
gracious,0,0.720376506022 
reminds,0,0.728380119159 
loved,0,0.730773776017 
affection,0,0.734897587288 
legion,0,0.738811924253 
bless,0,0.749756363003 
passionate,0,0.765493071447 
dearly,0,0.81692229623 
women,1,0.571260350842 
discrimination,1,0.634274295059 
heterosexual,1,0.640487925197 
african-americans,1,0.661696747707 
abstaining,1,0.66696070107 
blacks,1,0.670205074917 
sex,1,0.671990266483 
males,1,0.672934747677 
stigma,1,0.689366975358 
minors,1,0.69086314687 
abstinence,1,0.692718825596 
transgender,1,0.697509551336 
minorities,1,0.697762408198 
attitudes,1,0.69823076473 
hiv-positive,1,0.698802769096 
bisexual,1,0.699046046982 
polygamy,1,0.700838430469 
racial,1,0.70717139484 
sexual,1,0.711804074599 
homosexual,1,0.726317075355 
sexuality,1,0.726593173204 
racism,1,0.729194627313 
condoms,1,0.73040502679 
condom,1,0.732676422629 
lesbians,1,0.73524116905 
homosexuals,1,0.735900544214 
orientation,1,0.737100529255 
females,1,0.740936098535 
homosexuality,1,0.743139367683 
bias,1,0.749116858226 
lgbt,1,0.752381202265 
circumcision,1,0.7536876479 
stigmatized,1,0.755524297001 
legalizing,1,0.756218289523 
unprotected,1,0.757261408451 
male,1,0.758694930367 
equality,1,0.76033708476 
legalization,1,0.763023465493 
latinos,1,0.764090853779 
gay,1,0.767229904878 
lesbian,1,0.770457887465 
sexually,1,0.772815512297 
gender,1,0.778314579423 
prostitution,1,0.778503471389 
anal,1,0.779858132232 
unmarried,1,0.781785148515 
hispanic,1,0.783222501841 
underage,1,0.783910421027 
intercourse,1,0.784699722661 
porn,1,0.785022719609 
abstain,1,0.787478064351 
gays,1,0.788366529028 
consensual,1,0.78875553108 
gay-rights,1,0.789330044915 
pornography,1,0.790503885176 
openly,1,0.791298313024 
abortion,1,0.795428311599 
rape,1,0.796958291804 
legalize,1,0.803184295713 
harassment,1,0.804367609818 
prostitutes,1,0.804864746669 
profiling,1,0.807798479694 
genital,1,0.814271034219 
incest,1,0.814272959826 
hispanics,1,0.815739499706 
african-american,1,0.819543067413 
marriages,1,0.825510637303 
couples,1,0.826446628621 
latino,1,0.829777964339 
abusers,1,0.833198766871 
glaad,1,0.834637885485 
marriage,1,0.835315013726 
weddings,1,0.842130331024 
reproductive,1,0.8438442784 
anti-abortion,1,0.844134853412 
parenthood,1,0.849672313956 
mutilation,1,0.850827300552 
female,1,0.853152725081 
guttmacher,1,0.853444087902 
circumcised,1,0.85448539676 
same-sex,1,0.855007436981 
brothels,1,0.855247828202 
sexism,1,0.863560644791 
pro-choice,1,0.863899287483 
contraception,1,0.871304963041 
abstinence-only,1,0.872590006256 
late-term,1,0.88063515053 
abortions,1,0.880650132328 
sexting,1,0.885681280252 
smoking,1,0.946551120658 
jun,2,0.658294858351 
hubei,2,0.666462182327 
sichuan,2,0.675517902093 
mao,2,0.680106269858 
yunnan,2,0.691624583324 
huang,2,0.695262512533 
politburo,2,0.702998918431 
xilai,2,0.704096307192 
han,2,0.70707221643 
chinese.,2,0.71235062818 
guizhou,2,0.715404330864 
henan,2,0.716807394159 
yu,2,0.716975535018 
mandarin,2,0.717893716434 
xue,2,0.718963075822 
